###### start to pretrain generator: 2023-05-05 21:29:06.922777
    training lstmCore: 2023-05-05 21:29:07.849378
      epoch: 0 loss: 4.447141027450561
      epoch: 1 loss: 4.436858224868774
      epoch: 2 loss: 4.430905437469482
      epoch: 3 loss: 4.422012662887573
      epoch: 4 loss: 4.4125316619873045
      epoch: 5 loss: 4.405831050872803
      epoch: 6 loss: 4.400625467300415
      epoch: 7 loss: 4.394027948379517
      epoch: 8 loss: 4.380733394622803
      epoch: 9 loss: 4.3814441680908205
###### start to pretrain discriminator: 2023-05-05 21:29:08.371727
    training discriminator: 2023-05-05 21:29:08.476485
      epoch: 0 loss: 0.7660869792103767
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
###### start to train adversarial net: 2023-05-05 21:29:11.167657
batch: 0 : 2023-05-05 21:29:11.167657
    training generator: 2023-05-05 21:29:14.205126
      epoch: 0 loss: -66.57272338867188
  iter_n_dis: 0 : 2023-05-05 21:29:14.209126
    training discriminator: 2023-05-05 21:29:14.331639
      epoch: 0 loss: 0.8012496829032898
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 1 : 2023-05-05 21:29:16.409743
    training discriminator: 2023-05-05 21:29:16.525928
      epoch: 0 loss: 0.819581824541092
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 2 : 2023-05-05 21:29:18.568157
    training discriminator: 2023-05-05 21:29:18.684950
      epoch: 0 loss: 0.8051403731107711
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 3 : 2023-05-05 21:29:20.750249
    training discriminator: 2023-05-05 21:29:20.862758
      epoch: 0 loss: 0.7435256898403168
      epoch: 1 loss: 0.6809748187661171
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 4 : 2023-05-05 21:29:22.998805
    training discriminator: 2023-05-05 21:29:23.118907
      epoch: 0 loss: 0.8270960777997971
      epoch: 1 loss: 0.7530966684222221
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 5 : 2023-05-05 21:29:25.193837
    training discriminator: 2023-05-05 21:29:25.314824
      epoch: 0 loss: 0.8302654281258584
      epoch: 1 loss: 0.8033571943640709
      epoch: 2 loss: 0.7631760150194168
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 6 : 2023-05-05 21:29:27.392807
    training discriminator: 2023-05-05 21:29:27.507330
      epoch: 0 loss: 0.7631862431764602
      epoch: 1 loss: 0.7085651695728302
      epoch: 2 loss: 0.7292232200503349
      epoch: 3 loss: 0.5852903068065644
      epoch: 4 loss: 0.5479070514440536
      epoch: 5 loss: 0.48565534055233
      epoch: 6 loss: 0.48417794704437256
      epoch: 7 loss: 0.432427354156971
      epoch: 8 loss: 0.42474013566970825
      epoch: 9 loss: 0.38817198276519777
  iter_n_dis: 7 : 2023-05-05 21:29:29.584496
    training discriminator: 2023-05-05 21:29:29.705663
      epoch: 0 loss: 0.7892433315515518
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 8 : 2023-05-05 21:29:31.750525
    training discriminator: 2023-05-05 21:29:31.869007
      epoch: 0 loss: 0.8215140983462333
      epoch: 1 loss: 0.7699775218963623
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 9 : 2023-05-05 21:29:33.927147
    training discriminator: 2023-05-05 21:29:34.044074
      epoch: 0 loss: 0.6940982162952423
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 10 : 2023-05-05 21:29:36.104340
    training discriminator: 2023-05-05 21:29:36.215358
      epoch: 0 loss: 0.8162890255451203
      epoch: 1 loss: 0.7639365464448928
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 11 : 2023-05-05 21:29:38.305413
    training discriminator: 2023-05-05 21:29:38.432663
      epoch: 0 loss: 0.8151776164770126
      epoch: 1 loss: 0.745089316368103
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 12 : 2023-05-05 21:29:40.485813
    training discriminator: 2023-05-05 21:29:40.600452
      epoch: 0 loss: 0.7795364022254944
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 13 : 2023-05-05 21:29:42.660213
    training discriminator: 2023-05-05 21:29:42.781668
      epoch: 0 loss: 0.6934671908617019
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 14 : 2023-05-05 21:29:44.841626
    training discriminator: 2023-05-05 21:29:44.956137
      epoch: 0 loss: 0.8326652571558952
      epoch: 1 loss: 0.7437440514564514
      epoch: 2 loss: 0.7266384705901145
      epoch: 3 loss: 0.6832087680697441
      epoch: 4 loss: 0.6607946828007698
      epoch: 5 loss: 0.629098154604435
      epoch: 6 loss: 0.6027781784534454
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 15 : 2023-05-05 21:29:47.041608
    training discriminator: 2023-05-05 21:29:47.179807
      epoch: 0 loss: 0.6956085413694382
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 16 : 2023-05-05 21:29:49.264631
    training discriminator: 2023-05-05 21:29:49.378547
      epoch: 0 loss: 0.8255486533045768
      epoch: 1 loss: 0.735759648680687
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 17 : 2023-05-05 21:29:51.370150
    training discriminator: 2023-05-05 21:29:51.483688
      epoch: 0 loss: 0.6941726237535477
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 18 : 2023-05-05 21:29:53.533201
    training discriminator: 2023-05-05 21:29:53.647866
      epoch: 0 loss: 0.8288347691297531
      epoch: 1 loss: 0.7460826769471168
      epoch: 2 loss: 0.7156582921743393
      epoch: 3 loss: 0.6915751442313194
      epoch: 4 loss: 0.6556477501988411
      epoch: 5 loss: 0.6289352089166641
      epoch: 6 loss: 0.5992902189493179
      epoch: 7 loss: 0.5729246228933335
      epoch: 8 loss: 0.5725655525922775
      epoch: 9 loss: 0.5501049309968948
  iter_n_dis: 19 : 2023-05-05 21:29:55.667264
    training discriminator: 2023-05-05 21:29:55.781828
      epoch: 0 loss: 0.8266734763979912
      epoch: 1 loss: 0.7624212235212326
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 20 : 2023-05-05 21:29:57.901241
    training discriminator: 2023-05-05 21:29:58.014261
      epoch: 0 loss: 0.6956272661685944
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
  iter_n_dis: 21 : 2023-05-05 21:30:00.023823
    training discriminator: 2023-05-05 21:30:00.145333
      epoch: 0 loss: 0.8012862920761108
      epoch: 1 loss: 0.6931471824645996
      epoch: 2 loss: 0.6931471824645996
      epoch: 3 loss: 0.6931471824645996
      epoch: 4 loss: 0.6931471824645996
      epoch: 5 loss: 0.6931471824645996
      epoch: 6 loss: 0.6931471824645996
      epoch: 7 loss: 0.6931471824645996
      epoch: 8 loss: 0.6931471824645996
      epoch: 9 loss: 0.6931471824645996
